Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews
Morten Lauridsen	1943		American	vocal works		https://en.wikipedia.org/wiki/Morten_Lauridsen	33427.0
Ananda Samarakoon	1911	1962.0	Sri Lankan			https://en.wikipedia.org/wiki/Ananda_Samarakoon	33387.0
Teo Macero	1925	2008.0	American	One and Three Quarters	microtonal, jazz-influenced	https://en.wikipedia.org/wiki/Teo_Macero	33176.0
George Walker	1922	2018.0	American			https://en.wikipedia.org/wiki/George_Walker_(composer)	32799.0
Rebecca Clarke	1886	1979.0	English			https://en.wikipedia.org/wiki/Rebecca_Clarke_(composer)	32497.0
Friedrich Gulda	1930	2000.0	Austrian			https://en.wikipedia.org/wiki/Friedrich_Gulda	32411.0
Josef Hofmann	1876	1957.0	Polish-American			https://en.wikipedia.org/wiki/Josef_Hofmann	32236.0
Alexander von Zemlinsky	1871	1942.0	Austrian	Lyric Symphony; String Quartet No. 2;Der Zwerg	post-Romanticism,New Objectivity,neoclassicism	https://en.wikipedia.org/wiki/Alexander_von_Zemlinsky	32196.0
Maurice Duruflé	1902	1986.0	French	Requiem; organ music		https://en.wikipedia.org/wiki/Maurice_Durufl%C3%A9	31816.0
W. D. Amaradeva	1927	2016.0	Sri Lankan			https://en.wikipedia.org/wiki/W._D._Amaradeva	31789.0
Hans Werner Henze	1926	2012.0	German	Ondine	polystylism	https://en.wikipedia.org/wiki/Hans_Werner_Henze	31687.0
Dinu Lipatti	1917	1950.0	Romanian			https://en.wikipedia.org/wiki/Dinu_Lipatti	31442.0
Ron Goodwin	1925	2003.0	British	New Zealand Suite	best known as a composer of film scores	https://en.wikipedia.org/wiki/Ron_Goodwin	31247.0
Luigi Nono	1924	1990.0	Italian	Il canto sospeso,Intolleranza 1960,Prometeo	avant-garde	https://en.wikipedia.org/wiki/Luigi_Nono	30994.0
Leo Ornstein	1893	2002.0	American (Russian-born)	Wild Men's Dance,Suicide in an Airplane, 8 piano sonatas, Piano Quintet, 3 String Quartets	avant-garde, laterneoromanticism	https://en.wikipedia.org/wiki/Leo_Ornstein	30961.0
Krzysztof Komeda	1931	1969.0	Polish			https://en.wikipedia.org/wiki/Krzysztof_Komeda	30865.0
Edward MacDowell	1860	1908.0	American			https://en.wikipedia.org/wiki/Edward_MacDowell	30189.0
Imogen Holst	1907	1984.0	British			https://en.wikipedia.org/wiki/Imogen_Holst	30088.0
John Ireland	1879	1962.0	English	Piano Concerto in E flat		https://en.wikipedia.org/wiki/John_Ireland_(composer)	30016.0
Charles-Marie Widor	1844	1937.0	French			https://en.wikipedia.org/wiki/Charles-Marie_Widor	29829.0
Georgy Sviridov	1915	1998.0	Russian	Piano Sonata	neoromantic	https://en.wikipedia.org/wiki/Georgy_Sviridov	29387.0
Ferde Grofé	1892	1972.0	American	Grand Canyon Suite;Mississippi Suite		https://en.wikipedia.org/wiki/Ferde_Grof%C3%A9	29290.0
Rodion Shchedrin	1932		Russian	Lolita; 2 symphonies;The Carmen Ballet; 6 piano concertos	polystylism	https://en.wikipedia.org/wiki/Rodion_Shchedrin	29201.0
Richard Rodney Bennett	1936	2012.0	English			https://en.wikipedia.org/wiki/Richard_Rodney_Bennett	29174.0
David Lang	1957		American	The Little Match Girl Passion		https://en.wikipedia.org/wiki/David_Lang_(composer)	29074.0
Germaine Tailleferre	1892	1983.0	French			https://en.wikipedia.org/wiki/Germaine_Tailleferre	29004.0
Josef Suk	1874	1935.0	Czech	Asrael Symphony;A Winter's Tale		https://en.wikipedia.org/wiki/Josef_Suk_(composer)	28753.0
Simon Preston	1938	2022.0	English			https://en.wikipedia.org/wiki/Simon_Preston	28574.0
Henri Dutilleux	1916	2013.0	French	Timbres, espace, mouvement;Tout un Monde Lointain;The Shadows of Time	neo-impressionism	https://en.wikipedia.org/wiki/Henri_Dutilleux	28352.0
Gavin Bryars	1943		English	Jesus' Blood Never Failed Me Yet,Doctor Ox's Experiment		https://en.wikipedia.org/wiki/Gavin_Bryars	28290.0
Serge Koussevitzky	1874	1951.0	Russian			https://en.wikipedia.org/wiki/Serge_Koussevitzky	28275.0
Lou Harrison	1917	2003.0	American	Concerto for Violin and Percussion Orchestra; Piano Concerto		https://en.wikipedia.org/wiki/Lou_Harrison	28138.0
Leo Brouwer	1939		Cuban			https://en.wikipedia.org/wiki/Leo_Brouwer	27793.0
George Butterworth	1885	1916.0	English			https://en.wikipedia.org/wiki/George_Butterworth	27772.0
Ivo Josipović	1957		Croatian			https://en.wikipedia.org/wiki/Ivo_Josipovi%C4%87	27635.0
John Luther Adams	1953		American	Various pieces inspired by Alaskan landscapes		https://en.wikipedia.org/wiki/John_Luther_Adams	27572.0
Cornelius Cardew	1936	1981.0	English	Treatise;The Great Learning	serialism,improvisation,aleatory	https://en.wikipedia.org/wiki/Cornelius_Cardew	27437.0
Manos Hatzidakis	1925	1994.0	Greek			https://en.wikipedia.org/wiki/Manos_Hatzidakis	27431.0
György Kurtág	1926		Hungarian	Játékok		https://en.wikipedia.org/wiki/Gy%C3%B6rgy_Kurt%C3%A1g	27417.0
Louis Andriessen	1939	2021.0	Dutch		minimalism	https://en.wikipedia.org/wiki/Louis_Andriessen	27359.0
Georges Auric	1899	1983.0	French			https://en.wikipedia.org/wiki/Georges_Auric	26809.0
Akira Ifukube	1914	2006.0	Japanese			https://en.wikipedia.org/wiki/Akira_Ifukube	26707.0
Giacinto Scelsi	1905	1988.0	Italian	Quattro pezzi chiascuno su una nota sola		https://en.wikipedia.org/wiki/Giacinto_Scelsi	26551.0
Leopold Godowsky	1870	1938.0	Polish	Studies on Chopin's Études;Passacaglia;Triakontameron		https://en.wikipedia.org/wiki/Leopold_Godowsky	26457.0
Anton Arensky	1861	1906.0	Russian	Piano Trio no. 2 in F minor, Op. 73		https://en.wikipedia.org/wiki/Anton_Arensky	26452.0
Howard Hanson	1896	1981.0	American	7 symphonies	Romanticism	https://en.wikipedia.org/wiki/Howard_Hanson	26349.0
Eric Coates	1886	1957.0	English			https://en.wikipedia.org/wiki/Eric_Coates	26301.0
Conlon Nancarrow	1912	1997.0	American-Mexican	Studies for player-piano		https://en.wikipedia.org/wiki/Conlon_Nancarrow	26266.0
Louis Vierne	1870	1937.0	French			https://en.wikipedia.org/wiki/Louis_Vierne	26220.0
Leopold Auer	1846	1930.0	Hungarian			https://en.wikipedia.org/wiki/Leopold_Auer	26171.0
Jennifer Higdon	1962		American			https://en.wikipedia.org/wiki/Jennifer_Higdon	26111.0
Pierre Henry	1927	2017.0	French	Symphonie pour un homme seul	musique concrète	https://en.wikipedia.org/wiki/Pierre_Henry	26093.0
Ernesto Lecuona	1895	1963.0	Cuban			https://en.wikipedia.org/wiki/Ernesto_Lecuona	26051.0
Alfredo Casella	1883	1947.0	Italian			https://en.wikipedia.org/wiki/Alfredo_Casella	25907.0
Ruth Crawford Seeger	1901	1953.0	American	String Quartet	modernism	https://en.wikipedia.org/wiki/Ruth_Crawford_Seeger	25777.0
William Bolcom	1938		American	Songs of Experience;Songs of Innocence		https://en.wikipedia.org/wiki/William_Bolcom	25617.0
Mario Castelnuovo-Tedesco	1895	1968.0	Italian	Naomi and Ruth; guitar music		https://en.wikipedia.org/wiki/Mario_Castelnuovo-Tedesco	25479.0
David Amram	1930		American			https://en.wikipedia.org/wiki/David_Amram	25401.0
Manuel Ponce	1882	1948.0	Mexican	"Concierto del Surfor guitar and orchestra, guitar and piano pieces, songs (especially ""Estrellita""), and folk-song arrangements"		https://en.wikipedia.org/wiki/Manuel_Ponce	25183.0
Frank Bridge	1879	1941.0	English	Enter Spring;The Sea	impressionism, laterexpressionism; mentor ofBenjamin Britten	https://en.wikipedia.org/wiki/Frank_Bridge	25166.0
Gunther Schuller	1925	2015.0	American		jazz-influence;Third Stream	https://en.wikipedia.org/wiki/Gunther_Schuller	25127.0
Kay Swift	1897	1993.0	American			https://en.wikipedia.org/wiki/Kay_Swift	24732.0
Francisco Feliciano	1941	2014.0	Filipino			https://en.wikipedia.org/wiki/Francisco_Feliciano	24621.0
Maury Yeston	1945		American	Tom Sawyer: A Ballet in Three Acts,Concerto for Cello and Orchestra,An American Cantata	Broadway musicalsNine,Titanic,Grand HotelOff BroadwayPhantom	https://en.wikipedia.org/wiki/Maury_Yeston	24560.0
Jacques Ibert	1890	1962.0	French	Concertino da camera;Escales	neoclassicismimpressionism	https://en.wikipedia.org/wiki/Jacques_Ibert	24316.0
Sergei Taneyev	1856	1915.0	Russian	String Quartet No. 6 in B♭major; Piano Quartet in E major; Piano Quintet in G minor		https://en.wikipedia.org/wiki/Sergei_Taneyev	24081.0
Margaret Bonds	1913	1972.0	American			https://en.wikipedia.org/wiki/Margaret_Bonds	23889.0
Arturo Márquez	1950		Mexican	Danzón no. 2		https://en.wikipedia.org/wiki/Arturo_M%C3%A1rquez	23852.0
Ivor Gurney	1890	1937.0	English			https://en.wikipedia.org/wiki/Ivor_Gurney	23850.0
Ludwig Minkus	1826	1917.0	Austrian			https://en.wikipedia.org/wiki/Ludwig_Minkus	23739.0
Brian Ferneyhough	1943		English	Etudes Transcendantales	New Complexity	https://en.wikipedia.org/wiki/Brian_Ferneyhough	23698.0
Nikolai Myaskovsky	1881	1950.0	Russian	Symphony No. 6,No. 10andNo. 13;Cello Concerto in C minor	Romanticism	https://en.wikipedia.org/wiki/Nikolai_Myaskovsky	23639.0
Erwin Schulhoff	1894	1942.0	Czech			https://en.wikipedia.org/wiki/Erwin_Schulhoff	23548.0
Marc Blitzstein	1905	1964.0	American	The Cradle Will Rock(musical)	political music	https://en.wikipedia.org/wiki/Marc_Blitzstein	23542.0
Dimitri Mitropoulos	1896	1960.0	Greek			https://en.wikipedia.org/wiki/Dimitri_Mitropoulos	23334.0
Vincent d'Indy	1851	1931.0	French	String Quartet No. 3; Symphony No. 2 in B♭;Jour d'été à la montagne		https://en.wikipedia.org/wiki/Vincent_d%27Indy	23000.0
Ernst Krenek	1900	1991.0	Austrian	Jonny spielt auf,Karl V	neoclassical,twelve-tone, laterserial,neoromantic,eclectic	https://en.wikipedia.org/wiki/Ernst_Krenek	22800.0
Grażyna Bacewicz	1909	1969.0	Polish	String Quartet No. 3		https://en.wikipedia.org/wiki/Gra%C5%BCyna_Bacewicz	22712.0
Hans Pfitzner	1869	1949.0	German	Palestrina	post-romanticism	https://en.wikipedia.org/wiki/Hans_Pfitzner	22476.0
Frederic Rzewski	1938	2021.0	American	The People United Will Never Be Defeated!		https://en.wikipedia.org/wiki/Frederic_Rzewski	22385.0
Avril Coleridge-Taylor	1903	1998.0	English			https://en.wikipedia.org/wiki/Avril_Coleridge-Taylor	22364.0
Azio Corghi	1937	2022.0	Italian	Divara – Wasser und Blut		https://en.wikipedia.org/wiki/Azio_Corghi	22362.0
Johan Halvorsen	1864	1935.0	Norwegian	Norwegian rhapsodies, three symphonies	Romanticism, French influence	https://en.wikipedia.org/wiki/Johan_Halvorsen	22338.0
Michiru Ōshima	1961		Japanese			https://en.wikipedia.org/wiki/Michiru_%C5%8Cshima	22335.0
André Tchaikowsky	1935	1982.0	Polish			https://en.wikipedia.org/wiki/Andr%C3%A9_Tchaikowsky	22279.0
Carlos Chávez	1899	1978.0	Mexican	Sinfonía de Antígona,Sinfonía india,Symphony No. 6,Toccata for percussion instruments,The Visitors(opera)	modernist,primitivist, folk-influenced,neoclassicism,serialist	https://en.wikipedia.org/wiki/Carlos_Ch%C3%A1vez	22244.0
