Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews	IMSLP_URL	IMSLP_Exists
Mykola Leontovych	1877	1921.0	Ukrainian	Shchedryk, Church music, Arrangements of folk songs	A capellachoral music	https://en.wikipedia.org/wiki/Mykola_Leontovych	70840.0	https://imslp.org/wiki/Category:Leontovych,_Mykola	True
Isaac Albéniz	1860	1909.0	Spanish	Iberia	Romanticism	https://en.wikipedia.org/wiki/Isaac_Alb%C3%A9niz	69643.0	https://imslp.org/wiki/Category:Albéniz,_Isaac	True
Michael Abels	1962		American	Global Warming		https://en.wikipedia.org/wiki/Michael_Abels	69181.0	https://imslp.org/wiki/Category:Abels,_Michael	False
Ethel Smyth	1858	1944.0	English			https://en.wikipedia.org/wiki/Ethel_Smyth	68687.0	https://imslp.org/wiki/Category:Smyth,_Ethel	True
Hubert Parry	1848	1918.0	English	Jerusalem		https://en.wikipedia.org/wiki/Hubert_Parry	68098.0	https://imslp.org/wiki/Category:Parry,_Hubert	False
Alfred Schnittke	1934	1998.0	Russian	10 symphonies, notably theFirst Symphony(1969–1972), theThird(1981),Fourth(1984), andFifth(1988) Symphonies;Concerto for Piano and String Orchestra(1979	polystylism	https://en.wikipedia.org/wiki/Alfred_Schnittke	66268.0	https://imslp.org/wiki/Category:Schnittke,_Alfred	True
John Tavener	1944	2013.0	English		holy minimalism	https://en.wikipedia.org/wiki/John_Tavener	66189.0	https://imslp.org/wiki/Category:Tavener,_John	False
Zoltán Kodály	1882	1967.0	Hungarian	Háry János;Székelyfonó;Psalmus Hungaricus	folk-influenced	https://en.wikipedia.org/wiki/Zolt%C3%A1n_Kod%C3%A1ly	65686.0	https://imslp.org/wiki/Category:Kodály,_Zoltán	True
Tania León	1943		Cuban			https://en.wikipedia.org/wiki/Tania_Le%C3%B3n	65115.0	https://imslp.org/wiki/Category:León,_Tania	False
Miklós Rózsa	1907	1995.0	Hungarian		folk-influenced	https://en.wikipedia.org/wiki/Mikl%C3%B3s_R%C3%B3zsa	65040.0	https://imslp.org/wiki/Category:Rózsa,_Miklós	False
Eric Whitacre	1970		American	Cloudburst,Lux Aurumque,Water Night	choral music	https://en.wikipedia.org/wiki/Eric_Whitacre	64699.0	https://imslp.org/wiki/Category:Whitacre,_Eric	False
Lucrecia Roces Kasilag	1918	2008.0	Filipino			https://en.wikipedia.org/wiki/Lucrecia_Roces_Kasilag	64477.0	https://imslp.org/wiki/Category:Kasilag,_Lucrecia_Roces	True
Joaquín Rodrigo	1901	1999.0	Spanish	Concierto de Aranjuez; guitar music	neoclassical,folk musicinfluence	https://en.wikipedia.org/wiki/Joaqu%C3%ADn_Rodrigo	63711.0	https://imslp.org/wiki/Category:Rodrigo,_Joaquín	False
Angela Morley	1924	2009.0	English			https://en.wikipedia.org/wiki/Angela_Morley	63452.0	https://imslp.org/wiki/Category:Morley,_Angela	False
Antonio Molina	1894	1980.0	Filipino			https://en.wikipedia.org/wiki/Antonio_Molina_(composer)	62307.0	https://imslp.org/wiki/Category:Molina,_Antonio	False
Lucio San Pedro	1913	2002.0	Filipino			https://en.wikipedia.org/wiki/Lucio_San_Pedro	62087.0	https://imslp.org/wiki/Category:Pedro,_Lucio_San	False
Gian Carlo Menotti	1911	2007.0	Italian	The Medium;The Consul;Amahl and the Night Visitors		https://en.wikipedia.org/wiki/Gian_Carlo_Menotti	62062.0	https://imslp.org/wiki/Category:Menotti,_Gian_Carlo	False
Carl Nielsen	1865	1931.0	Danish	Symphony No. 4;No. 5;Maskarade;Clarinet Concerto		https://en.wikipedia.org/wiki/Carl_Nielsen	60975.0	https://imslp.org/wiki/Category:Nielsen,_Carl	True
Morton Feldman	1926	1987.0	American	Rothko Chapel, String Quartet No. 2		https://en.wikipedia.org/wiki/Morton_Feldman	60740.0	https://imslp.org/wiki/Category:Feldman,_Morton	True
Esa-Pekka Salonen	1958		Finnish	LA Variations;Insomnia		https://en.wikipedia.org/wiki/Esa-Pekka_Salonen	60670.0	https://imslp.org/wiki/Category:Salonen,_Esa-Pekka	False
Manuel de Falla	1876	1946.0	Spanish	The Three-Cornered Hat;Nights in the Gardens of Spain	impressionism,neoclassicism	https://en.wikipedia.org/wiki/Manuel_de_Falla	60269.0	https://imslp.org/wiki/Category:Falla,_Manuel_de	True
Darius Milhaud	1892	1974.0	French	La Création du Monde;Le Bœuf sur le toit	jazz-influenced,neoclassical,polytonal	https://en.wikipedia.org/wiki/Darius_Milhaud	59987.0	https://imslp.org/wiki/Category:Milhaud,_Darius	True
Suzanne Ciani	1946		American		electronic music	https://en.wikipedia.org/wiki/Suzanne_Ciani	59663.0	https://imslp.org/wiki/Category:Ciani,_Suzanne	False
Harry Partch	1901	1974.0	American	Daphne of the Dunes,Revelation in the Courthouse Park	microtonal,just intonation, self-built instruments	https://en.wikipedia.org/wiki/Harry_Partch	59209.0	https://imslp.org/wiki/Category:Partch,_Harry	False
Elliot Goldenthal	1954		American			https://en.wikipedia.org/wiki/Elliot_Goldenthal	59065.0	https://imslp.org/wiki/Category:Goldenthal,_Elliot	False
Max Reger	1873	1916.0	German	organ music,Variations and Fugue on a Theme by Mozart,Hebbel Requiem	historicism,modernism	https://en.wikipedia.org/wiki/Max_Reger	58683.0	https://imslp.org/wiki/Category:Reger,_Max	True
Ferruccio Busoni	1866	1924.0	Italian	Fantasia contrappuntistica;Turandot Suite;Piano Concerto		https://en.wikipedia.org/wiki/Ferruccio_Busoni	58047.0	https://imslp.org/wiki/Category:Busoni,_Ferruccio	True
Henryk Górecki	1933	2010.0	Polish	Symphony of Sorrowful Songs	holy minimalism	https://en.wikipedia.org/wiki/Henryk_G%C3%B3recki	57241.0	https://imslp.org/wiki/Category:Górecki,_Henryk	False
Harold Budd	1936	2020.0	American		avant-garde,ambient music	https://en.wikipedia.org/wiki/Harold_Budd	56975.0	https://imslp.org/wiki/Category:Budd,_Harold	False
Henry Cowell	1897	1965.0	American	The Tides of Manaunaun,Dynamic Motion	eclectic,experimental	https://en.wikipedia.org/wiki/Henry_Cowell	56261.0	https://imslp.org/wiki/Category:Cowell,_Henry	True
Alexander Glazunov	1865	1936.0	Russian	Symphony No. 4andNo. 5;The Seasons(ballet);Violin Concerto;Saxophone Concerto	Romanticism	https://en.wikipedia.org/wiki/Alexander_Glazunov	55914.0	https://imslp.org/wiki/Category:Glazunov,_Alexander	True
Francisco Santiago	1889	1947.0	Filipino			https://en.wikipedia.org/wiki/Francisco_Santiago	55839.0	https://imslp.org/wiki/Category:Santiago,_Francisco	True
Leroy Anderson	1908	1975.0	American	Sleigh Ride;Blue Tango;Jazz Pizzicato;Irish Suite;Suites of Carols		https://en.wikipedia.org/wiki/Leroy_Anderson	55710.0	https://imslp.org/wiki/Category:Anderson,_Leroy	False
Mily Balakirev	1837	1910.0	Russian	Islamey		https://en.wikipedia.org/wiki/Mily_Balakirev	54796.0	https://imslp.org/wiki/Category:Balakirev,_Mily	True
Karol Szymanowski	1882	1937.0	Polish	Symphony No. 3 and No. 4; Violin Concerto No. 1 and No. 2	impressionism, later folk-influenced	https://en.wikipedia.org/wiki/Karol_Szymanowski	54576.0	https://imslp.org/wiki/Category:Szymanowski,_Karol	True
Don Davis	1957		American	Río de Sangre	also composer of film music:The Matrix	https://en.wikipedia.org/wiki/Don_Davis_(composer)	53828.0	https://imslp.org/wiki/Category:Davis,_Don	False
Peter Maxwell Davies	1934	2016.0	English	Taverner,Eight Songs for a Mad King,Symphony No. 1,Symphony No. 3,Symphony No. 6,Strathclyde Concertos,Naxos Quartets		https://en.wikipedia.org/wiki/Peter_Maxwell_Davies	53485.0	https://imslp.org/wiki/Category:Davies,_Peter_Maxwell	False
Eugène Ysaÿe	1858	1931.0	Belgian			https://en.wikipedia.org/wiki/Eug%C3%A8ne_Ysa%C3%BFe	52548.0	https://imslp.org/wiki/Category:Ysaÿe,_Eugène	True
Meredith Monk	1942		American			https://en.wikipedia.org/wiki/Meredith_Monk	52327.0	https://imslp.org/wiki/Category:Monk,_Meredith	False
Luciano Berio	1925	2003.0	Italian	Sequenza;Sinfonia	avant-garde,polystylism	https://en.wikipedia.org/wiki/Luciano_Berio	52016.0	https://imslp.org/wiki/Category:Berio,_Luciano	True
Peter Warlock	1894	1930.0	Anglo-Welsh	Capriol Suite,The Curlew		https://en.wikipedia.org/wiki/Peter_Warlock	51656.0	https://imslp.org/wiki/Category:Warlock,_Peter	True
Fazıl Say	1970		Turkish	1001 Nights in the Harem,Istanbul Symphony	Piano symphonyTurkish music (style)	https://en.wikipedia.org/wiki/Faz%C4%B1l_Say	51135.0	https://imslp.org/wiki/Category:Say,_Fazıl	False
Moritz Moszkowski	1854	1925.0	German-Polish			https://en.wikipedia.org/wiki/Moritz_Moszkowski	50968.0	https://imslp.org/wiki/Category:Moszkowski,_Moritz	True
Wojciech Kilar	1932	2013.0	Polish	Krzesany	holy minimalism; also composer of film music:Dracula(film music)	https://en.wikipedia.org/wiki/Wojciech_Kilar	50944.0	https://imslp.org/wiki/Category:Kilar,_Wojciech	False
Franz Lehár	1870	1948.0	Hungarian	Der Graf von Luxemburg,Der Zarewitsch	operettas	https://en.wikipedia.org/wiki/Franz_Leh%C3%A1r	50033.0	https://imslp.org/wiki/Category:Lehár,_Franz	True
Joseph Joachim	1831	1907.0	Hungarian			https://en.wikipedia.org/wiki/Joseph_Joachim	49101.0	https://imslp.org/wiki/Category:Joachim,_Joseph	True
Sergiu Celibidache	1912	1996.0	Romanian	Der Taschengarten	Neoclassicism	https://en.wikipedia.org/wiki/Sergiu_Celibidache	48541.0	https://imslp.org/wiki/Category:Celibidache,_Sergiu	True
José Maceda	1917	2004.0	Filipino			https://en.wikipedia.org/wiki/Jos%C3%A9_Maceda	48506.0	https://imslp.org/wiki/Category:Maceda,_José	False
Pablo de Sarasate	1844	1908.0	Spanish			https://en.wikipedia.org/wiki/Pablo_de_Sarasate	48378.0	https://imslp.org/wiki/Category:Sarasate,_Pablo_de	True
Howard Blake	1938		English			https://en.wikipedia.org/wiki/Howard_Blake	48109.0	https://imslp.org/wiki/Category:Blake,_Howard	False
Arthur Honegger	1892	1955.0	Swiss	"Symphony No. 3 ""Liturgique"";Pacific 231"	neoclassicism; also a composer of film music:Les Misérables	https://en.wikipedia.org/wiki/Arthur_Honegger	47695.0	https://imslp.org/wiki/Category:Honegger,_Arthur	True
Paul Le Flem	1881	1984.0	French			https://en.wikipedia.org/wiki/Paul_Le_Flem	47435.0	https://imslp.org/wiki/Category:Flem,_Paul_Le	False
Anthony Braxton	1945		American			https://en.wikipedia.org/wiki/Anthony_Braxton	47365.0	https://imslp.org/wiki/Category:Braxton,_Anthony	False
Kaikhosru Shapurji Sorabji	1892	1988.0	English	"Opus clavicembalisticum;100 Transcendental Studies;Sequentia cyclica super ""Dies irae"" ex Missa pro defunctis; Piano Symphony No. 2;""Gulistān"" – Nocturne for Piano"	neoclassical,neoromantic,postimpressionistic	https://en.wikipedia.org/wiki/Kaikhosru_Shapurji_Sorabji	47361.0	https://imslp.org/wiki/Category:Sorabji,_Kaikhosru_Shapurji	True
Charles Villiers Stanford	1852	1924.0	Irish	SixIrish Rhapsodies	Romanticism	https://en.wikipedia.org/wiki/Charles_Villiers_Stanford	47288.0	https://imslp.org/wiki/Category:Stanford,_Charles_Villiers	True
Alexander Vasilyevich Alexandrov	1883	1946.0	Russian			https://en.wikipedia.org/wiki/Alexander_Vasilyevich_Alexandrov	47257.0	https://imslp.org/wiki/Category:Alexandrov,_Alexander_Vasilyevich	True
Julius Eastman	1940	1990.0	American			https://en.wikipedia.org/wiki/Julius_Eastman	47015.0	https://imslp.org/wiki/Category:Eastman,_Julius	False
Witold Lutosławski	1913	1994.0	Polish	Concerto for Orchestra;Jeux vénitiens;Musique funebre;Symphony No. 2;Symphony No. 3	Neoclassicism, folk-influenced, laterAleatoric music	https://en.wikipedia.org/wiki/Witold_Lutos%C5%82awski	46995.0	https://imslp.org/wiki/Category:Lutosławski,_Witold	False
Max Brod	1884	1968.0	Czech			https://en.wikipedia.org/wiki/Max_Brod	46835.0	https://imslp.org/wiki/Category:Brod,_Max	True
Pietro Mascagni	1863	1945.0	Italian	Amica	verismo	https://en.wikipedia.org/wiki/Pietro_Mascagni	46713.0	https://imslp.org/wiki/Category:Mascagni,_Pietro	True
Malcolm Arnold	1921	2006.0	English	Symphony No. 5andNo. 7;English Dances		https://en.wikipedia.org/wiki/Malcolm_Arnold	46484.0	https://imslp.org/wiki/Category:Arnold,_Malcolm	False
Tōru Takemitsu	1930	1996.0	Japanese	A Flock Descends into the Pentagonal Garden;Toward the Sea	neo-impressionism	https://en.wikipedia.org/wiki/T%C5%8Dru_Takemitsu	46132.0	https://imslp.org/wiki/Category:Takemitsu,_Tōru	False
Paul Dukas	1865	1935.0	French	La Péri(ballet)		https://en.wikipedia.org/wiki/Paul_Dukas	45895.0	https://imslp.org/wiki/Category:Dukas,_Paul	True
Reynaldo Hahn	1874	1947.0	Venezuelan/French	Ciboulette(Opera)		https://en.wikipedia.org/wiki/Reynaldo_Hahn	45753.0	https://imslp.org/wiki/Category:Hahn,_Reynaldo	True
Pierre Schaeffer	1910	1995.0	French		Musique concrète	https://en.wikipedia.org/wiki/Pierre_Schaeffer	45357.0	https://imslp.org/wiki/Category:Schaeffer,_Pierre	False
Julius Fučík	1872	1916.0	Czech	Entrance of the Gladiators		https://en.wikipedia.org/wiki/Julius_Fu%C4%8D%C3%ADk_(composer)	45327.0	https://imslp.org/wiki/Category:Fučík,_Julius	True
Sofia Gubaidulina	1931		Russian	Offertorium;Music for Flute, Strings, and Percussion		https://en.wikipedia.org/wiki/Sofia_Gubaidulina	45294.0	https://imslp.org/wiki/Category:Gubaidulina,_Sofia	False
Mikalojus Konstantinas Čiurlionis	1875	1911.0	Lithuanian			https://en.wikipedia.org/wiki/Mikalojus_Konstantinas_%C4%8Ciurlionis	45039.0	https://imslp.org/wiki/Category:Čiurlionis,_Mikalojus_Konstantinas	True
Elliott Carter	1908	2012.0	American	Variations for Orchestra;A Symphony of Three Orchestras; 5 string quartets	neoclassical(early),modernist	https://en.wikipedia.org/wiki/Elliott_Carter	44960.0	https://imslp.org/wiki/Category:Carter,_Elliott	True
Farid El-Atrache	1910	1974.0	Syrian-Egyptian			https://en.wikipedia.org/wiki/Farid_al-Atrash	44196.0	https://imslp.org/wiki/Category:El-Atrache,_Farid	False
James MacMillan	1959		Scottish	The Sacrifice;Veni veni Emmanuel(percussion concerto);The Confession of Isobel Gowdie;St. John Passion; 3 symphonies		https://en.wikipedia.org/wiki/James_MacMillan	44153.0	https://imslp.org/wiki/Category:MacMillan,_James	False
Eugen Doga	1937		Moldovan	My Sweet and Tender Beast Waltz, Gramophone Waltz		https://en.wikipedia.org/wiki/Eugen_Doga	43626.0	https://imslp.org/wiki/Category:Doga,_Eugen	False
Glenn Branca	1948	2018.0	American		avant-garde	https://en.wikipedia.org/wiki/Glenn_Branca	43473.0	https://imslp.org/wiki/Category:Branca,_Glenn	False
Reinhold Glière	1875	1956.0	Russian	Horn Concerto;The Red Poppy	Romanticism	https://en.wikipedia.org/wiki/Reinhold_Gli%C3%A8re	43369.0	https://imslp.org/wiki/Category:Glière,_Reinhold	True
Bohuslav Martinů	1890	1959.0	Czech	Double Concerto for Two String Orchestras, Piano, and Timpani,Symphony No. 3,No. 4, andNo. 6; operasJuliettaandThe Greek Passion;Gilgamesh(oratorio)	neoclassicism, folk-influenced	https://en.wikipedia.org/wiki/Bohuslav_Martin%C5%AF	43298.0	https://imslp.org/wiki/Category:Martinů,_Bohuslav	True
Enrique Granados	1867	1916.0	Spanish	Goyescas(piano suite);Goyescas		https://en.wikipedia.org/wiki/Enrique_Granados	43169.0	https://imslp.org/wiki/Category:Granados,_Enrique	True
Gerald Finzi	1901	1956.0	English	Cello Concerto; songs	neoromantic	https://en.wikipedia.org/wiki/Gerald_Finzi	43086.0	https://imslp.org/wiki/Category:Finzi,_Gerald	True
Thomas Adès	1971		English	Powder Her Face;Asyla;Traced Overhead		https://en.wikipedia.org/wiki/Thomas_Ad%C3%A8s	42509.0	https://imslp.org/wiki/Category:Adès,_Thomas	False
Valentyn Silvestrov	1937		Ukrainian	Symphony No. 5		https://en.wikipedia.org/wiki/Valentyn_Silvestrov	42454.0	https://imslp.org/wiki/Category:Silvestrov,_Valentyn	False
Milton Babbitt	1916	2011.0	American	Composition for Four Instruments;String Quartet No. 2;All Set;Philomel	serialism,electronic music	https://en.wikipedia.org/wiki/Milton_Babbitt	42147.0	https://imslp.org/wiki/Category:Babbitt,_Milton	False
Giacomo Balla	1871	1958.0	Italian			https://en.wikipedia.org/wiki/Giacomo_Balla	41953.0	https://imslp.org/wiki/Category:Balla,_Giacomo	False
Osvaldo Golijov	1960		Argentine			https://en.wikipedia.org/wiki/Osvaldo_Golijov	41611.0	https://imslp.org/wiki/Category:Golijov,_Osvaldo	False
Tan Dun	1957		Chinese	Water Passion after St. Matthew	Extended technique, Folk-influenced; also composer of film music:Crouching Tiger, Hidden Dragon	https://en.wikipedia.org/wiki/Tan_Dun	41330.0	https://imslp.org/wiki/Category:Dun,_Tan	False
Teresa Carreño	1853	1917.0	Venezuelan		Romanticism	https://en.wikipedia.org/wiki/Teresa_Carre%C3%B1o	41188.0	https://imslp.org/wiki/Category:Carreño,_Teresa	True
Antonino Buenaventura	1904	1996.0	Filipino			https://en.wikipedia.org/wiki/Antonino_Buenaventura	41042.0	https://imslp.org/wiki/Category:Buenaventura,_Antonino	False
Alberto Ginastera	1916	1983.0	Argentine	Bomarzo;Cinco canciones populares argentinas;Danzas Argentinas		https://en.wikipedia.org/wiki/Alberto_Ginastera	40888.0	https://imslp.org/wiki/Category:Ginastera,_Alberto	True
Felipe Padilla de León	1912	1992.0	Filipino			https://en.wikipedia.org/wiki/Felipe_Padilla_de_Le%C3%B3n	40366.0	https://imslp.org/wiki/Category:León,_Felipe_Padilla_de	False
Luigi Russolo	1883	1947.0	Italian		futurism,noise music	https://en.wikipedia.org/wiki/Luigi_Russolo	40091.0	https://imslp.org/wiki/Category:Russolo,_Luigi	True
Herbert Howells	1892	1983.0	English	Hymnus paradisi		https://en.wikipedia.org/wiki/Herbert_Howells	40084.0	https://imslp.org/wiki/Category:Howells,_Herbert	True
Hanns Eisler	1898	1962.0	German/Austrian	Auferstanden aus Ruinen(Eastern Germany national anthem)		https://en.wikipedia.org/wiki/Hanns_Eisler	40083.0	https://imslp.org/wiki/Category:Eisler,_Hanns	True
Judith Weir	1954		British			https://en.wikipedia.org/wiki/Judith_Weir	40057.0	https://imslp.org/wiki/Category:Weir,_Judith	False
Hugo Wolf	1860	1903.0	Austrian			https://en.wikipedia.org/wiki/Hugo_Wolf	39952.0	https://imslp.org/wiki/Category:Wolf,_Hugo	True
Shirley Graham Du Bois	1896	1977.0	American			https://en.wikipedia.org/wiki/Shirley_Graham_Du_Bois	39431.0	https://imslp.org/wiki/Category:Bois,_Shirley_Graham_Du	False
Allen Shawn	1948		American			https://en.wikipedia.org/wiki/Allen_Shawn	39299.0	https://imslp.org/wiki/Category:Shawn,_Allen	False
Jon Hassell	1937	2021.0	American			https://en.wikipedia.org/wiki/Jon_Hassell	38752.0	https://imslp.org/wiki/Category:Hassell,_Jon	False
Michael Tippett	1905	1998.0	English	The Midsummer Marriage; 4 symphonies;A Child of Our Time(oratorio)		https://en.wikipedia.org/wiki/Michael_Tippett	38659.0	https://imslp.org/wiki/Category:Tippett,_Michael	True
Artur Schnabel	1882	1951.0	Austrian			https://en.wikipedia.org/wiki/Artur_Schnabel	38555.0	https://imslp.org/wiki/Category:Schnabel,_Artur	True
Nikolai Kapustin	1937	2020.0	Russian			https://en.wikipedia.org/wiki/Nikolai_Kapustin	38454.0	https://imslp.org/wiki/Category:Kapustin,_Nikolai	False
Nikolai Medtner	1880	1951.0	Russian	38Skazkifor piano,Piano Concerto No. 3	Romanticism	https://en.wikipedia.org/wiki/Nikolai_Medtner	38229.0	https://imslp.org/wiki/Category:Medtner,_Nikolai	False
Arnold Bax	1883	1953.0	English	Symphony No. 2,No. 3, andNo. 6;Tintagel	Romanticism,impressionism	https://en.wikipedia.org/wiki/Arnold_Bax	37685.0	https://imslp.org/wiki/Category:Bax,_Arnold	True
Mieczysław Weinberg	1919	1996.0	Polish	The Passengerand other operas,Violin Concerto		https://en.wikipedia.org/wiki/Mieczys%C5%82aw_Weinberg	37271.0	https://imslp.org/wiki/Category:Weinberg,_Mieczysław	True
Ruggero Leoncavallo	1857	1919.0	Italian	Zingari(opera)	verismo	https://en.wikipedia.org/wiki/Ruggero_Leoncavallo	37085.0	https://imslp.org/wiki/Category:Leoncavallo,_Ruggero	False
